global_sent_idx,word_idx,beta,lossy_surprisal
5,8,0.3,3.405761047974369
5,9,0.3,13.413842989182005
5,10,0.3,4.579592866590188
5,11,0.3,10.577268017508013
5,12,0.3,5.910872759399776
5,13,0.3,12.55861848641292
5,14,0.3,15.109573325045778
5,15,0.3,4.271130767565716
5,16,0.3,10.297404362946294
5,17,0.3,12.14873706361465
5,18,0.3,25.312958863986946
5,19,0.3,4.794800724205911
5,20,0.3,12.105617024844355
5,21,0.3,17.702379690025005
5,0,0.5,
5,1,0.5,2.5225627548015823
5,2,0.5,10.900860955446463
5,3,0.5,10.930096928777878
5,4,0.5,11.176664392810785
5,5,0.5,14.536144367783137
5,6,0.5,2.9883315694942727
5,7,0.5,10.23043078961632
5,8,0.5,3.6692059773411536
5,9,0.5,12.733756101678258
5,10,0.5,5.77205777011886
5,11,0.5,10.000578787316874
5,12,0.5,4.892591553294343
5,13,0.5,12.308875045622685
5,14,0.5,14.15752139742789
5,15,0.5,3.722968538134706
5,16,0.5,10.187043319465072
5,17,0.5,10.897201941014929
5,18,0.5,24.745983661617412
5,19,0.5,4.6998977669047965
5,20,0.5,12.291288566234341
5,21,0.5,18.169384754477484
5,0,0.7,
5,1,0.7,2.522562754801582
5,2,0.7,10.356723555945216
5,3,0.7,9.487150232901715
5,4,0.7,12.266027803121519
5,5,0.7,13.769046187659479
5,6,0.7,3.0179703296207836
5,7,0.7,10.048478208172707
5,8,0.7,4.160533063774806
5,9,0.7,11.332961638307516
5,10,0.7,4.739490304181541
5,11,0.7,10.201468490676053
5,12,0.7,4.6602970835270305
5,13,0.7,11.937751151774439
5,14,0.7,14.413979917637148
5,15,0.7,2.931802710437793
5,16,0.7,10.310353140242556
5,17,0.7,10.02846962133988
5,18,0.7,24.54774404108555
5,19,0.7,4.287072976226865
5,20,0.7,10.964718770068716
5,21,0.7,14.494749578055767
5,0,0.9,
5,1,0.9,2.522562754801582
5,2,0.9,9.835475424908127
5,3,0.9,7.273772679561232
5,4,0.9,12.926215571055886
5,5,0.9,11.947502067384523
5,6,0.9,2.2067046593982327
5,7,0.9,7.570360159351326
5,8,0.9,3.3769829486004745
5,9,0.9,9.190628835099998
5,10,0.9,3.3106397054445256
5,11,0.9,10.335912950145842
5,12,0.9,2.370655736159165
5,13,0.9,9.645546191807217
5,14,0.9,13.205385019449125
5,15,0.9,2.7184979488376597
5,16,0.9,9.110521510826725
5,17,0.9,7.283492017661115
5,18,0.9,22.714006398255194
5,19,0.9,2.815340851121813
5,20,0.9,7.707390211976191
5,21,0.9,10.415354515819008
5,0,1.0,
5,1,1.0,2.522562754801582
5,2,1.0,9.350248196657454
5,3,1.0,5.8018388544404695
5,4,1.0,12.747984226384135
5,5,1.0,9.888452080128737
5,6,1.0,0.2461955079737286
5,7,1.0,4.601222465322375
5,8,1.0,2.231914654583198
5,9,1.0,8.0272916048828
5,10,1.0,1.2106189000922756
5,11,1.0,10.762840770200599
